"","con","subsize","n_consumers","sampling","ratio"
"108",0.0544484375044703,"24",95,"highest BM",1.74166666666667
"109",0.0545285245636478,"24",95,"random",1.47368421052632
"110",0.0545285245636478,"24",95,"TroLev",1.05263157894737
"111",0.0545285245636478,"24",95,"lowest BM",0
"112",0.0545285245636478,"24",95,"highest BM",2.08333333333333
"113",0.0547554042423144,"24",95,"random",0.8
"114",0.0547554042423144,"24",95,"TroLev",0.685714285714286
"115",0.0547554042423144,"24",95,"lowest BM",0.565476190476191
"116",0.0547554042423144,"24",95,"highest BM",1.4702380952381
"117",0.0549137157620862,"24",95,"random",0.96969696969697
"118",0.0549137157620862,"24",95,"TroLev",0.96969696969697
"119",0.0549137157620862,"24",95,"lowest BM",0.47979797979798
"120",0.0549137157620862,"24",95,"highest BM",1.43939393939394
"121",0.0554955866420642,"24",95,"random",1.33333333333333
"122",0.0554955866420642,"24",95,"TroLev",1
"123",0.0554955866420642,"24",95,"lowest BM",0.219907407407407
"124",0.0554955866420642,"24",95,"highest BM",1.97916666666667
"125",0.055833550915122,"24",95,"random",0.307692307692308
"126",0.055833550915122,"24",95,"TroLev",0.615384615384615
"127",0.055833550915122,"24",95,"lowest BM",0
"128",0.055833550915122,"24",95,"highest BM",1.5224358974359
"129",0.0558986472897232,"24",95,"random",1.10344827586207
"130",0.0558986472897232,"24",95,"TroLev",1.10344827586207
"131",0.0558986472897232,"24",95,"lowest BM",0.818965517241379
"132",0.0558986472897232,"24",95,"highest BM",1.36494252873563
"133",0.056053026439622,"24",95,"random",0.333333333333333
"134",0.056053026439622,"24",95,"TroLev",0.666666666666667
"135",0.056053026439622,"24",95,"lowest BM",0.329861111111111
"136",0.056053026439622,"24",95,"highest BM",2.63888888888889
"137",0.0561755383620039,"24",95,"random",1
"138",0.0561755383620039,"24",95,"TroLev",0.8
"139",0.0561755383620039,"24",95,"lowest BM",0.59375
"140",0.0561755383620039,"24",95,"highest BM",2.57291666666667
"141",0.0562278754543513,"24",95,"random",1.07692307692308
"142",0.0562278754543513,"24",95,"TroLev",1.23076923076923
"143",0.0562278754543513,"24",95,"lowest BM",1.67467948717949
"144",0.0562278754543513,"24",95,"highest BM",0.761217948717949
"145",0.0564154426800087,"24",95,"random",1.14285714285714
"146",0.0564154426800087,"24",95,"TroLev",1.14285714285714
"147",0.0564154426800087,"24",95,"lowest BM",1.13095238095238
"148",0.0564154426800087,"24",95,"highest BM",1.88492063492064
"149",0.0564349144697189,"24",95,"random",1.63636363636364
"150",0.0564349144697189,"24",95,"TroLev",0.727272727272727
"151",0.0564349144697189,"24",95,"lowest BM",1.79924242424242
"152",0.0564349144697189,"24",95,"highest BM",0.71969696969697
"153",0.0568944406462833,"24",95,"random",1.2
"154",0.0568944406462833,"24",95,"TroLev",1.2
"155",0.0568944406462833,"24",95,"lowest BM",0.197916666666667
"156",0.0568944406462833,"24",95,"highest BM",2.17708333333333
"157",0.057124172965996,"24",95,"random",1.14285714285714
"158",0.057124172965996,"24",95,"TroLev",0.857142857142857
"159",0.057124172965996,"24",95,"lowest BM",0
"160",0.057124172965996,"24",95,"highest BM",1.97916666666667
"161",0.0573500747559592,"24",95,"random",1.24137931034483
"162",0.0573500747559592,"24",95,"TroLev",1.37931034482759
"163",0.0573500747559592,"24",95,"lowest BM",0.272988505747126
"164",0.0573500747559592,"24",95,"highest BM",1.63793103448276
"165",0.0576396466698498,"24",95,"random",1.5
"166",0.0576396466698498,"24",95,"TroLev",0.5
"167",0.0576396466698498,"24",95,"lowest BM",0.7421875
"168",0.0576396466698498,"24",95,"highest BM",1.23697916666667
"169",0.0578100979095325,"24",95,"random",0.8
"170",0.0578100979095325,"24",95,"TroLev",0.8
"171",0.0578100979095325,"24",95,"lowest BM",1.05555555555556
"172",0.0578100979095325,"24",95,"highest BM",1.31944444444444
"173",0.0578110287897289,"24",95,"random",1.11111111111111
"174",0.0578110287897289,"24",95,"TroLev",0.888888888888889
"175",0.0578110287897289,"24",95,"lowest BM",1.53935185185185
"176",0.0578110287897289,"24",95,"highest BM",1.31944444444444
"177",0.0579311166657135,"24",95,"random",0.933333333333333
"178",0.0579311166657135,"24",95,"TroLev",0.933333333333333
"179",0.0579311166657135,"24",95,"lowest BM",0.395833333333333
"180",0.0579311166657135,"24",95,"highest BM",1.71527777777778
"181",0.0586349244695157,"24",95,"random",1.57142857142857
"182",0.0586349244695157,"24",95,"TroLev",1.28571428571429
"183",0.0586349244695157,"24",95,"lowest BM",0.848214285714286
"184",0.0586349244695157,"24",95,"highest BM",1.69642857142857
"185",0.0587100099772215,"24",95,"random",1.55555555555556
"186",0.0587100099772215,"24",95,"TroLev",1.55555555555556
"187",0.0587100099772215,"24",95,"lowest BM",0.87962962962963
"188",0.0587100099772215,"24",95,"highest BM",1.75925925925926
"189",0.0587574511999264,"24",95,"random",1.77777777777778
"190",0.0587574511999264,"24",95,"TroLev",1.11111111111111
"191",0.0587574511999264,"24",95,"lowest BM",0.659722222222222
"192",0.0587574511999264,"24",95,"highest BM",1.31944444444444
"193",0.0587820764631033,"24",95,"random",0.933333333333333
"194",0.0587820764631033,"24",95,"TroLev",1.2
"195",0.0587820764631033,"24",95,"lowest BM",0.659722222222222
"196",0.0587820764631033,"24",95,"highest BM",1.45138888888889
"197",0.0589905422879383,"24",95,"random",1.09090909090909
"198",0.0589905422879383,"24",95,"TroLev",1.45454545454545
"199",0.0589905422879383,"24",95,"lowest BM",0.71969696969697
"200",0.0589905422879383,"24",95,"highest BM",2.15909090909091
"201",0.0590264236787334,"24",95,"random",1.25714285714286
"202",0.0590264236787334,"24",95,"TroLev",1.02857142857143
"203",0.0590264236787334,"24",95,"lowest BM",0.678571428571429
"204",0.0590264236787334,"24",95,"highest BM",1.35714285714286
"205",0.0592103049624711,"24",95,"random",2
"206",0.0592103049624711,"24",95,"TroLev",0.923076923076923
"207",0.0592103049624711,"24",95,"lowest BM",0.608974358974359
"208",0.0592103049624711,"24",95,"highest BM",1.21794871794872
"209",0.0592275051865727,"24",95,"random",1.14285714285714
"210",0.0592275051865727,"24",95,"TroLev",1.52380952380952
"211",0.0592275051865727,"24",95,"lowest BM",0.753968253968254
"212",0.0592275051865727,"24",95,"highest BM",1.88492063492064
"213",0.0593166522448882,"24",95,"random",1.12
"214",0.0593166522448882,"24",95,"TroLev",0.96
"215",0.0593166522448882,"24",95,"lowest BM",0.791666666666667
"216",0.0593166522448882,"24",95,"highest BM",0.95
"217",0.0593447273597121,"24",95,"random",0.952380952380952
"218",0.0593447273597121,"24",95,"TroLev",1.33333333333333
"219",0.0593447273597121,"24",95,"lowest BM",0.376984126984127
"220",0.0593447273597121,"24",95,"highest BM",1.69642857142857
"221",0.0597549919039011,"24",95,"random",1.05263157894737
"222",0.0597549919039011,"24",95,"TroLev",1.05263157894737
"223",0.0597549919039011,"24",95,"lowest BM",0.833333333333333
"224",0.0597549919039011,"24",95,"highest BM",1.45833333333333
"225",0.0597945006331429,"24",95,"random",1.71428571428571
"226",0.0597945006331429,"24",95,"TroLev",1.71428571428571
"227",0.0597945006331429,"24",95,"lowest BM",0
"228",0.0597945006331429,"24",95,"highest BM",2.26190476190476
"229",0.0598247910151258,"24",95,"random",1.45454545454545
"230",0.0598247910151258,"24",95,"TroLev",0.727272727272727
"231",0.0598247910151258,"24",95,"lowest BM",0.359848484848485
"232",0.0598247910151258,"24",95,"highest BM",1.97916666666667
"233",0.0600967737147585,"24",95,"random",1.33333333333333
"234",0.0600967737147585,"24",95,"TroLev",1.14285714285714
"235",0.0600967737147585,"24",95,"lowest BM",0
"236",0.0600967737147585,"24",95,"highest BM",2.0734126984127
"237",0.0602668641135097,"24",95,"random",1.25
"238",0.0602668641135097,"24",95,"TroLev",0.25
"239",0.0602668641135097,"24",95,"lowest BM",0
"240",0.0602668641135097,"24",95,"highest BM",1.73177083333333
"241",0.0603892141953111,"24",95,"random",0.769230769230769
"242",0.0603892141953111,"24",95,"TroLev",1.07692307692308
"243",0.0603892141953111,"24",95,"lowest BM",0.913461538461538
"244",0.0603892141953111,"24",95,"highest BM",1.67467948717949
"245",0.0604133714688942,"24",95,"random",1.63636363636364
"246",0.0604133714688942,"24",95,"TroLev",0.727272727272727
"247",0.0604133714688942,"24",95,"lowest BM",0.71969696969697
"248",0.0604133714688942,"24",95,"highest BM",1.2594696969697
"249",0.0604401655495167,"24",95,"random",1.33333333333333
"250",0.0604401655495167,"24",95,"TroLev",2.22222222222222
"251",0.0604401655495167,"24",95,"lowest BM",0.439814814814815
"252",0.0604401655495167,"24",95,"highest BM",2.19907407407407
"253",0.0604489681543782,"24",95,"random",0.888888888888889
"254",0.0604489681543782,"24",95,"TroLev",0.888888888888889
"255",0.0604489681543782,"24",95,"lowest BM",0.219907407407407
"256",0.0604489681543782,"24",95,"highest BM",1.97916666666667
"257",0.0607797906268388,"24",95,"random",0.8
"258",0.0607797906268388,"24",95,"TroLev",0.8
"259",0.0607797906268388,"24",95,"lowest BM",0.395833333333333
"260",0.0607797906268388,"24",95,"highest BM",1.1875
"261",0.0609641587594524,"24",95,"random",1.63636363636364
"262",0.0609641587594524,"24",95,"TroLev",1.27272727272727
"263",0.0609641587594524,"24",95,"lowest BM",0.71969696969697
"264",0.0609641587594524,"24",95,"highest BM",1.79924242424242
"265",0.0613198157632723,"24",95,"random",0.222222222222222
"266",0.0613198157632723,"24",95,"TroLev",1.11111111111111
"267",0.0613198157632723,"24",95,"lowest BM",0
"268",0.0613198157632723,"24",95,"highest BM",2.41898148148148
"269",0.0614646863425151,"24",95,"random",1.64705882352941
"270",0.0614646863425151,"24",95,"TroLev",1.05882352941176
"271",0.0614646863425151,"24",95,"lowest BM",0.349264705882353
"272",0.0614646863425151,"24",95,"highest BM",1.51348039215686
"273",0.0615033042151481,"24",95,"random",1.19148936170213
"274",0.0615033042151481,"24",95,"TroLev",1.61702127659574
"275",0.0615033042151481,"24",95,"lowest BM",1.01063829787234
"276",0.0615033042151481,"24",95,"highest BM",1.26329787234043
"277",0.0616637545172125,"24",95,"random",1.11111111111111
"278",0.0616637545172125,"24",95,"TroLev",1.33333333333333
"279",0.0616637545172125,"24",95,"lowest BM",0.87962962962963
"280",0.0616637545172125,"24",95,"highest BM",1.31944444444444
"281",0.0617787568131462,"24",95,"random",1.03225806451613
"282",0.0617787568131462,"24",95,"TroLev",1.29032258064516
"283",0.0617787568131462,"24",95,"lowest BM",0.255376344086022
"284",0.0617787568131462,"24",95,"highest BM",1.40456989247312
"285",0.0619776076870039,"24",95,"random",1.27272727272727
"286",0.0619776076870039,"24",95,"TroLev",1.81818181818182
"287",0.0619776076870039,"24",95,"lowest BM",0.179924242424242
"288",0.0619776076870039,"24",95,"highest BM",2.15909090909091
"289",0.062143378611654,"24",95,"random",0.470588235294118
"290",0.062143378611654,"24",95,"TroLev",0.705882352941176
"291",0.062143378611654,"24",95,"lowest BM",0.931372549019608
"292",0.062143378611654,"24",95,"highest BM",1.62990196078431
"293",0.0621784585528076,"24",95,"random",0.695652173913043
"294",0.0621784585528076,"24",95,"TroLev",1.39130434782609
"295",0.0621784585528076,"24",95,"lowest BM",0.516304347826087
"296",0.0621784585528076,"24",95,"highest BM",1.89311594202899
"297",0.0623310956638306,"24",95,"random",0.666666666666667
"298",0.0623310956638306,"24",95,"TroLev",0.833333333333333
"299",0.0623310956638306,"24",95,"lowest BM",0.494791666666667
"300",0.0623310956638306,"24",95,"highest BM",1.15451388888889
"301",0.0627852532314137,"24",95,"random",1.14285714285714
"302",0.0627852532314137,"24",95,"TroLev",1.71428571428571
"303",0.0627852532314137,"24",95,"lowest BM",1.69642857142857
"304",0.0627852532314137,"24",95,"highest BM",1.69642857142857
"305",0.0628106152638793,"24",95,"random",1.10344827586207
"306",0.0628106152638793,"24",95,"TroLev",1.10344827586207
"307",0.0628106152638793,"24",95,"lowest BM",0.818965517241379
"308",0.0628106152638793,"24",95,"highest BM",1.36494252873563
"309",0.0628763744374737,"24",95,"random",1.17647058823529
"310",0.0628763744374737,"24",95,"TroLev",1.41176470588235
"311",0.0628763744374737,"24",95,"lowest BM",1.16421568627451
"312",0.0628763744374737,"24",95,"highest BM",1.39705882352941
"313",0.0630621575051919,"24",95,"random",1.41176470588235
"314",0.0630621575051919,"24",95,"TroLev",1.88235294117647
"315",0.0630621575051919,"24",95,"lowest BM",0.465686274509804
"316",0.0630621575051919,"24",95,"highest BM",1.86274509803922
"317",0.063069957215339,"24",95,"random",1.19148936170213
"318",0.063069957215339,"24",95,"TroLev",1.1063829787234
"319",0.063069957215339,"24",95,"lowest BM",0.673758865248227
"320",0.063069957215339,"24",95,"highest BM",1.51595744680851
"321",0.0631486299680546,"24",95,"random",1.26315789473684
"322",0.0631486299680546,"24",95,"TroLev",1.47368421052632
"323",0.0631486299680546,"24",95,"lowest BM",0.208333333333333
"324",0.0631486299680546,"24",95,"highest BM",2.5
"325",0.0631884960457683,"24",95,"random",1.2
"326",0.0631884960457683,"24",95,"TroLev",0.8
"327",0.0631884960457683,"24",95,"lowest BM",0
"328",0.0631884960457683,"24",95,"highest BM",1.97916666666667
"329",0.063713102042675,"24",95,"random",1.25
"330",0.063713102042675,"24",95,"TroLev",1.75
"331",0.063713102042675,"24",95,"lowest BM",0
"332",0.063713102042675,"24",95,"highest BM",1.73177083333333
"333",0.0638192373327911,"24",95,"random",0.888888888888889
"334",0.0638192373327911,"24",95,"TroLev",0.444444444444444
"335",0.0638192373327911,"24",95,"lowest BM",0
"336",0.0638192373327911,"24",95,"highest BM",2.19907407407407
"337",0.0638598650461063,"24",95,"random",1.8
"338",0.0638598650461063,"24",95,"TroLev",1.8
"339",0.0638598650461063,"24",95,"lowest BM",0.791666666666667
"340",0.0638598650461063,"24",95,"highest BM",1.97916666666667
"341",0.0638707282720134,"24",95,"random",1.33333333333333
"342",0.0638707282720134,"24",95,"TroLev",1.33333333333333
"343",0.0638707282720134,"24",95,"lowest BM",0
"344",0.0638707282720134,"24",95,"highest BM",2.30902777777778
"345",0.0638772181700915,"24",95,"random",1.05263157894737
"346",0.0638772181700915,"24",95,"TroLev",0.842105263157895
"347",0.0638772181700915,"24",95,"lowest BM",0.833333333333333
"348",0.0638772181700915,"24",95,"highest BM",0.625
"349",0.0644849774660543,"24",95,"random",1.41935483870968
"350",0.0644849774660543,"24",95,"TroLev",1.03225806451613
"351",0.0644849774660543,"24",95,"lowest BM",0.255376344086022
"352",0.0644849774660543,"24",95,"highest BM",1.53225806451613
"353",0.0646832198835909,"24",95,"random",1.2
"354",0.0646832198835909,"24",95,"TroLev",0.6
"355",0.0646832198835909,"24",95,"lowest BM",0
"356",0.0646832198835909,"24",95,"highest BM",1.97916666666667
"357",0.06468735341914,"24",95,"random",0.705882352941176
"358",0.06468735341914,"24",95,"TroLev",1.64705882352941
"359",0.06468735341914,"24",95,"lowest BM",0
"360",0.06468735341914,"24",95,"highest BM",1.62990196078431
"361",0.064936345606111,"24",95,"random",1.41935483870968
"362",0.064936345606111,"24",95,"TroLev",1.54838709677419
"363",0.064936345606111,"24",95,"lowest BM",0.510752688172043
"364",0.064936345606111,"24",95,"highest BM",1.53225806451613
"365",0.0649809055496007,"24",95,"random",1.6
"366",0.0649809055496007,"24",95,"TroLev",0.8
"367",0.0649809055496007,"24",95,"lowest BM",1.1875
"368",0.0649809055496007,"24",95,"highest BM",1.58333333333333
"369",0.0653051152592525,"24",95,"random",1.33333333333333
"370",0.0653051152592525,"24",95,"TroLev",1.06666666666667
"371",0.0653051152592525,"24",95,"lowest BM",1.31944444444444
"372",0.0653051152592525,"24",95,"highest BM",1.31944444444444
"373",0.0655224319547415,"24",95,"random",1.33333333333333
"374",0.0655224319547415,"24",95,"TroLev",1.33333333333333
"375",0.0655224319547415,"24",95,"lowest BM",0
"376",0.0655224319547415,"24",95,"highest BM",2.63888888888889
"377",0.0655549807008356,"24",95,"random",1.14285714285714
"378",0.0655549807008356,"24",95,"TroLev",1.71428571428571
"379",0.0655549807008356,"24",95,"lowest BM",0
"380",0.0655549807008356,"24",95,"highest BM",1.13095238095238
"381",0.0655682019656524,"24",95,"random",0.8
"382",0.0655682019656524,"24",95,"TroLev",0.8
"383",0.0655682019656524,"24",95,"lowest BM",0
"384",0.0655682019656524,"24",95,"highest BM",1.97916666666667
"385",0.0657858367543667,"24",95,"random",0.571428571428571
"386",0.0657858367543667,"24",95,"TroLev",0.571428571428571
"387",0.0657858367543667,"24",95,"lowest BM",0.848214285714286
"388",0.0657858367543667,"24",95,"highest BM",1.13095238095238
"389",0.0658259344520047,"24",95,"random",1
"390",0.0658259344520047,"24",95,"TroLev",0.8
"391",0.0658259344520047,"24",95,"lowest BM",0.395833333333333
"392",0.0658259344520047,"24",95,"highest BM",1.38541666666667
"393",0.065839618537575,"24",95,"random",1.14285714285714
"394",0.065839618537575,"24",95,"TroLev",1.33333333333333
"395",0.065839618537575,"24",95,"lowest BM",0.188492063492063
"396",0.065839618537575,"24",95,"highest BM",1.88492063492064
"397",0.0658542148536071,"24",95,"random",1.42857142857143
"398",0.0658542148536071,"24",95,"TroLev",0.857142857142857
"399",0.0658542148536071,"24",95,"lowest BM",0.989583333333333
"400",0.0658542148536071,"24",95,"highest BM",1.13095238095238
"401",0.0659248668234795,"24",95,"random",0.4
"402",0.0659248668234795,"24",95,"TroLev",0.8
"403",0.0659248668234795,"24",95,"lowest BM",0
"404",0.0659248668234795,"24",95,"highest BM",1.97916666666667
"405",0.0660423767752945,"24",95,"random",1.57575757575758
"406",0.0660423767752945,"24",95,"TroLev",1.21212121212121
"407",0.0660423767752945,"24",95,"lowest BM",0.839646464646465
"408",0.0660423767752945,"24",95,"highest BM",1.43939393939394
"409",0.0660837951814756,"24",95,"random",1.42857142857143
"410",0.0660837951814756,"24",95,"TroLev",1.14285714285714
"411",0.0660837951814756,"24",95,"lowest BM",0.56547619047619
"412",0.0660837951814756,"24",95,"highest BM",2.26190476190476
"413",0.0661130872787908,"24",95,"random",0.923076923076923
"414",0.0661130872787908,"24",95,"TroLev",1.53846153846154
"415",0.0661130872787908,"24",95,"lowest BM",0.913461538461538
"416",0.0661130872787908,"24",95,"highest BM",1.5224358974359
"417",0.066202022973448,"24",95,"random",1.05263157894737
"418",0.066202022973448,"24",95,"TroLev",1.36842105263158
"419",0.066202022973448,"24",95,"lowest BM",1.04166666666667
"420",0.066202022973448,"24",95,"highest BM",1.45833333333333
"421",0.066371751902625,"24",95,"random",1.11111111111111
"422",0.066371751902625,"24",95,"TroLev",0.666666666666667
"423",0.066371751902625,"24",95,"lowest BM",0.87962962962963
"424",0.066371751902625,"24",95,"highest BM",2.19907407407407
"425",0.0668022798374295,"24",95,"random",1.2
"426",0.0668022798374295,"24",95,"TroLev",1.2
"427",0.0668022798374295,"24",95,"lowest BM",0.59375
"428",0.0668022798374295,"24",95,"highest BM",1.97916666666667
"429",0.0670895751565695,"24",95,"random",1.77777777777778
"430",0.0670895751565695,"24",95,"TroLev",0.888888888888889
"431",0.0670895751565695,"24",95,"lowest BM",0.439814814814815
"432",0.0670895751565695,"24",95,"highest BM",1.75925925925926
"433",0.0673209638800472,"24",95,"random",2
"434",0.0673209638800472,"24",95,"TroLev",0.75
"435",0.0673209638800472,"24",95,"lowest BM",0.494791666666667
"436",0.0673209638800472,"24",95,"highest BM",1.97916666666667
"437",0.0680988292908296,"24",95,"random",2
"438",0.0680988292908296,"24",95,"TroLev",1
"439",0.0680988292908296,"24",95,"lowest BM",0.659722222222222
"440",0.0680988292908296,"24",95,"highest BM",2.30902777777778
"441",0.0683448076946661,"24",95,"random",0.96551724137931
"442",0.0683448076946661,"24",95,"TroLev",1.37931034482759
"443",0.0683448076946661,"24",95,"lowest BM",0.40948275862069
"444",0.0683448076946661,"24",95,"highest BM",1.63793103448276
"445",0.0683595908572897,"24",95,"random",1
"446",0.0683595908572897,"24",95,"TroLev",1.2
"447",0.0683595908572897,"24",95,"lowest BM",1.08854166666667
"448",0.0683595908572897,"24",95,"highest BM",1.58333333333333
"449",0.0683884880971164,"24",95,"random",1.23076923076923
"450",0.0683884880971164,"24",95,"TroLev",1.53846153846154
"451",0.0683884880971164,"24",95,"lowest BM",0
"452",0.0683884880971164,"24",95,"highest BM",1.5224358974359
"453",0.0689087368315086,"24",95,"random",2.18181818181818
"454",0.0689087368315086,"24",95,"TroLev",0.727272727272727
"455",0.0689087368315086,"24",95,"lowest BM",0.359848484848485
"456",0.0689087368315086,"24",95,"highest BM",0.71969696969697
"457",0.0689898047829047,"24",95,"random",1.27272727272727
"458",0.0689898047829047,"24",95,"TroLev",0.909090909090909
"459",0.0689898047829047,"24",95,"lowest BM",1.07954545454545
"460",0.0689898047829047,"24",95,"highest BM",1.79924242424242
"461",0.0690179353579879,"24",95,"random",0.444444444444444
"462",0.0690179353579879,"24",95,"TroLev",2.22222222222222
"463",0.0690179353579879,"24",95,"lowest BM",1.31944444444444
"464",0.0690179353579879,"24",95,"highest BM",1.75925925925926
"465",0.069696258334443,"24",95,"random",0.8
"466",0.069696258334443,"24",95,"TroLev",2
"467",0.069696258334443,"24",95,"lowest BM",1.58333333333333
"468",0.069696258334443,"24",95,"highest BM",1.58333333333333
"469",0.0698942902963609,"24",95,"random",0.705882352941176
"470",0.0698942902963609,"24",95,"TroLev",1.41176470588235
"471",0.0698942902963609,"24",95,"lowest BM",1.16421568627451
"472",0.0698942902963609,"24",95,"highest BM",1.86274509803922
