"","con","ext_all","n_basal","ext_big","ext_small","ext_BAS","shan_all","shan_big","shan_small","shan_BAS","rand_shan_36","rand_shan_32","rand_shan_28","rand_shan_24","rand_shan_20","rand_shan_16","rand_shan_12","rand_shan_8","rand_shan_4","rand_ext_36","rand_ext_32","rand_ext_28","rand_ext_24","rand_ext_20","rand_ext_16","rand_ext_12","rand_ext_8","rand_ext_4","rand_shanTL_36","rand_shanTL_32","rand_shanTL_28","rand_shanTL_24","rand_shanTL_20","rand_shanTL_16","rand_shanTL_12","rand_shanTL_8","rand_shanTL_4","rand_extTL_36","rand_extTL_32","rand_extTL_28","rand_extTL_24","rand_extTL_20","rand_extTL_16","rand_extTL_12","rand_extTL_8","rand_extTL_4"
"312",0.100826877355576,15,10,7,1,0,2.12261746551674,0.976339509779272,2.25130963345831,2.11347629726279,1.25302184767582,1.24623130065582,1.91594835614703,0.370287047226429,1.43556559592486,0.696686528709045,0.319840143288602,0.646671114990156,0.6816434384067,7,7,3,6,4,4,3,4,1,1.2372520355941,1.46413207554278,0.822224898503368,1.41709804981082,1.15089160414548,0.578180445373692,1.12202849862324,0.311360626737373,0.582240436576636,7,7,5,3,2,2,0,1,1
"313",0.100844479072839,16,12,6,4,0,2.22991037279778,1.64793706191712,1.97217064325634,2.19771267582519,1.54016272951825,1.62115745615273,1.02249913732698,1.0944235680287,1.11191964643906,0.749012685372823,0.392876853124933,0.634871001523762,0.00479677605634458,8,6,3,7,3,3,1,2,1,1.449586377341,1.20068665804539,1.68825927891578,1.24019553482802,0.616336040720103,0.325605272574471,1.24702945096225,0.662273680740805,0.0127706068176336,7,6,4,3,4,4,1,3,1
"314",0.10092461432796,5,11,2,0,0,1.96938614119196,2.03608624831358,2.30979445093112,1.95509277438546,0.668126439580519,1.54626484106652,1.43399499276085,1.44513361032258,1.33117913456511,0.959932399370215,0.779163638309679,0.803945717155923,0.615810944395632,2,2,3,3,0,1,1,1,0,1.91555168533183,1.6091211531977,1.51090126153104,1.44979789593697,1.84903415823207,1.1750262999578,1.43074614202622,1.09375466901475,0.000669231468976192,1,2,1,0,0,1,1,1,0
"315",0.101092140912078,34,11,16,5,0,1.03012554489429,1.00343328666762,1.84159302374063,0.998725989821459,1.05567988542858,1.09709300006873,1.32613141480291,0.726541800673673,1.10535392122882,0.947110317288465,0.749887994201664,3.58289323262458e-05,0.087886338567583,14,11,12,9,4,3,4,4,1,1.53933074427875,0.812696033550925,0.863865532234556,0.784286989741572,1.15445949961257,0.792601144185274,0.438909795240838,0.190783554981521,2.67781436992572e-11,15,10,15,15,8,5,2,2,2
"316",0.101267359149642,26,11,9,3,0,2.07384439343888,0.94556982529751,1.80694023154945,2.06647626977366,1.01585791850254,0.674245910815838,1.48191794754921,0.93571182425511,0.902186169934953,0.910077809309362,0.917353024155083,0.634527242280066,0.00544583876870968,11,6,8,4,5,4,2,3,2,1.78736097633955,1.03174455880232,1.04824644247592,0.128696953993258,0.923561601142277,0.113549138205694,0.183355949889897,0.209603146718732,0.953599332739831,11,9,8,12,6,3,4,2,0
"317",0.101514689764008,8,12,2,2,0,2.11703029931685,1.81444415203652,2.2616081389929,2.10124969544421,1.22058778034144,1.85626683157886,1.3056084067395,1.24949789197993,1.14105672882467,0.694434438447844,0.345414734213744,0.504016279282609,0.00391827107857294,4,4,3,3,1,0,1,0,0,1.10979724147049,1.85862544969522,1.36636417310305,1.76849986904,1.21070149594175,0.956024985364586,0.878558167698461,0.958416661240181,0.57978946593063,3,3,5,1,3,2,0,0,1
"318",0.101520733814687,21,10,4,5,0,1.97461359107626,1.37430133764808,1.97314192512977,1.95495190411045,1.57899363717033,0.944003892199158,1.11503301148423,1.12008471233865,0.442468595918407,0.7312844159063,0.8597181304009,1.08744907510139,0.0358941718703841,10,6,9,5,5,6,2,0,0,0.399841779953022,1.60563931570879,0.534221687067803,1.06061957494445,0.0518788073016022,0.296519966114866,0.513881106575286,0.82302721473579,0.0013036129374038,8,9,10,5,8,5,5,3,1
"319",0.101620071590878,14,12,10,0,0,2.38483788217667,0.859347648722863,1.90327965073681,2.36622631701259,1.53183280895961,1.4337620845732,1.24329948734752,1.11752507147986,0.564011483550478,0.778324914211044,0.679646062532485,0.564379417920161,0.000966390487587175,7,7,3,6,3,2,1,2,1,0.394989736320482,1.11728718676635,0.464660859966629,0.432052667768301,1.32017583596261,0.695771160320738,1.05309102828411,0.648579624120534,0.00127493178857357,6,7,8,3,4,2,1,2,2
"320",0.101908747898415,20,11,10,3,0,1.69154613708391,1.2200535320556,2.21166807580396,1.67539683680229,1.70775496320796,1.9726102597543,1.33438927284554,1.48428112150749,1.81873805173786,0.0273605714159502,0.728633989482632,0.442542790496276,0.0378110629626501,8,7,6,5,2,4,4,2,1,1.67032773975673,1.82029903632253,1.48871800458554,1.63854920545769,1.50396363916322,1.12228894813685,1.10522477515347,0.318895418588174,0.0110713372421502,9,7,3,5,5,3,3,2,2
"321",0.102024971367791,18,12,5,6,0,2.20709060374191,1.83110983947399,2.13227852386819,2.19454862187603,1.56510263364464,1.01820102797176,0.450627957698416,1.31795093764174,0.836879726698103,0.561921703360863,0.225237172893979,0.483396160452018,0.382555798083801,7,8,7,4,3,4,5,2,0,1.18840865378275,0.919027823368183,0.904186382178041,1.14828961743698,0.502892004531965,0.200772040921295,0.902432461619123,0.00519210270436555,1.0525706710343,9,5,7,6,5,4,1,1,0
"322",0.102062110463157,5,9,3,1,0,2.12518373939506,1.14612535450955,2.49991541514552,2.10725132334027,1.77981910120317,1.54577930637013,1.27798709240933,0.940986953152135,1.46984411624479,1.33709183313332,0.770272721549538,0.518409898396132,0.702088604060097,3,1,3,0,1,0,0,1,0,1.95644418055664,1.78863460169682,1.68625567809077,1.42116007020476,0.884511297171051,1.23786588371232,1.3358723610312,0.0815657891607163,0.692753862931092,3,1,0,1,1,2,1,1,0
"323",0.102227987558581,8,11,2,1,0,1.81116522424095,2.02562066060503,2.44526520802444,1.77921054510038,1.41231988971331,1.78289859917163,1.60114849147174,1.71583076493153,1.40727633249245,1.35587089323612,0.857415123668474,0.0864143756007312,0.00446181606056652,3,1,2,3,6,0,1,1,0,2.12175008771035,1.54891682706729,1.65558310110305,1.44054233125458,1.50957653571565,1.47416296036119,0.717610938414963,1.12698135575933,1.94727107121256e-05,5,4,3,4,2,0,1,1,0
