"","con","ext_all","n_basal","ext_big","ext_small","ext_BAS","shan_all","shan_big","shan_small","shan_BAS","rand_shan_36","rand_shan_32","rand_shan_28","rand_shan_24","rand_shan_20","rand_shan_16","rand_shan_12","rand_shan_8","rand_shan_4","rand_ext_36","rand_ext_32","rand_ext_28","rand_ext_24","rand_ext_20","rand_ext_16","rand_ext_12","rand_ext_8","rand_ext_4"
"1",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"2",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"3",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"4",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"5",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"6",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"7",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"8",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"9",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"10",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"11",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"12",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"13",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"14",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"15",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"16",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"17",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"18",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"19",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"20",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"21",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"22",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"23",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"24",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"25",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"26",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"27",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"28",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"29",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"30",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"31",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"32",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"33",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"34",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"35",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"36",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"37",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"38",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
"39",0.109167257416993,0,10,5,1,0,2.12505814816724,1.20235312517267,2.28998416053,2.10447707575647,1.57328159219598,1.66860652236842,0.84491196335621,1.4431545022806,1.13272951557473,1.57702021292544,0.831705519180617,0.00218641119660897,0.986712450105548,7,4,5,6,3,3,1,3,0
"40",0.282310547097586,0,7,22,0,0,0.21321344012792,0.666633708938069,2.05583760898165,0.104157663525845,1.11653066732158,1.15780649026748,1.18327821991121,0.810663246197546,1.08180068820121,0.394551183064425,0.00620122669047687,1.33901972047477,0.606300541287911,21,13,11,13,8,8,4,2,1
