"","Connectance_0.05","Connectance_0.075","Connectance_0.1","Connectance_0.125","Connectance_0.15","Connectance_0.175","Connectance_0.2","Connectance_0.225","Connectance_0.25","Connectance_0.275","Connectance_0.3","Connectance_0.325","Connectance_0.35","Connectance_0.375","Connectance_0.4","Connectance_0.425","Connectance_0.45"
"extinctions.BAS.77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extinctions.BAS.99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
