"","Connectance_0.05","Connectance_0.075","Connectance_0.1","Connectance_0.125","Connectance_0.15","Connectance_0.175","Connectance_0.2","Connectance_0.225","Connectance_0.25","Connectance_0.275","Connectance_0.3","Connectance_0.325","Connectance_0.35","Connectance_0.375","Connectance_0.4","Connectance_0.425","Connectance_0.45"
"extinctions.51",66,76,92,63,92,53,54,89,48,53,52,62,77,75,89,61,48
"extinctions.52",64,76,69,84,66,54,90,58,44,36,53,37,61,38,74,25,23
"extinctions.53",96,82,72,69,71,73,64,80,58,51,65,75,65,55,92,42,32
"extinctions.54",83,84,88,92,62,48,39,48,69,60,42,82,60,63,64,93,21
"extinctions.55",96,74,75,81,57,47,67,49,57,59,66,42,50,30,32,66,52
"extinctions.56",80,87,68,74,51,63,69,48,47,72,42,57,48,36,38,37,44
"extinctions.57",73,67,95,59,52,42,57,96,46,56,90,37,53,25,46,74,26
"extinctions.58",71,79,78,55,62,54,69,49,43,55,59,88,56,60,84,54,52
"extinctions.59",106,78,78,57,57,90,55,73,63,48,45,43,49,36,54,32,22
"extinctions.60",91,77,80,80,72,55,45,53,61,66,58,42,42,49,46,40,70
"extinctions.61",64,76,73,63,51,70,43,76,65,52,102,42,77,72,91,92,50
"extinctions.62",94,85,69,64,52,79,81,56,61,72,60,49,60,34,22,25,32
"extinctions.63",67,74,63,61,97,93,73,84,51,61,65,45,99,76,61,62,32
"extinctions.64",78,70,89,78,63,87,90,64,51,70,37,41,49,37,28,53,70
"extinctions.65",86,92,70,52,65,58,66,74,42,57,47,57,47,27,39,51,62
"extinctions.66",83,89,49,62,91,61,73,51,51,76,48,61,63,82,62,19,79
"extinctions.67",86,66,64,56,48,54,69,71,56,60,53,40,51,43,59,50,47
"extinctions.68",71,81,60,75,73,54,79,70,48,64,46,73,85,46,49,60,83
"extinctions.69",81,67,49,78,69,75,55,99,47,62,34,49,35,57,53,62,93
"extinctions.70",96,84,81,71,91,44,99,56,58,49,57,51,48,41,45,73,33
"extinctions.71",87,83,81,68,65,61,46,45,57,65,79,59,90,93,46,49,21
"extinctions.72",82,65,82,45,63,76,49,52,50,44,64,49,55,47,28,84,12
"extinctions.73",94,76,62,103,53,73,92,92,49,69,84,39,42,47,39,60,64
"extinctions.74",73,73,92,64,78,83,93,57,48,56,55,45,49,25,34,64,37
"extinctions.75",81,71,63,76,60,46,77,63,54,56,64,67,53,57,59,35,33
"extinctions.76",87,92,65,60,61,55,57,57,55,64,75,57,31,63,64,47,62
"extinctions.77",85,80,69,65,67,52,42,61,46,72,61,79,47,47,63,26,86
"extinctions.78",87,91,67,58,68,76,70,56,70,61,80,60,67,34,69,27,19
"extinctions.79",93,86,71,59,82,50,46,63,59,91,74,44,39,55,34,88,25
"extinctions.80",79,105,60,72,66,62,83,80,44,50,43,64,42,33,60,43,40
"extinctions.81",77,74,95,76,63,56,46,66,69,40,40,61,38,41,43,41,90
"extinctions.82",78,91,61,88,55,42,52,66,71,92,69,37,52,61,69,48,38
"extinctions.83",90,74,82,64,77,84,47,108,70,52,52,54,68,41,22,69,43
"extinctions.84",87,78,53,88,78,70,63,55,63,48,49,50,35,29,35,23,76
"extinctions.85",78,76,62,64,91,70,100,62,76,82,74,56,33,38,62,67,32
"extinctions.86",82,70,80,58,51,57,51,50,52,34,45,58,79,39,71,41,41
"extinctions.87",72,77,69,72,53,61,61,58,53,47,50,55,50,34,61,38,55
"extinctions.88",90,80,78,74,68,76,54,49,77,95,61,49,46,29,74,21,68
"extinctions.89",80,79,91,77,52,63,49,46,58,76,80,43,53,71,34,28,21
"extinctions.90",73,85,87,55,66,50,82,89,70,64,77,46,51,60,25,40,43
"extinctions.91",71,83,58,60,72,83,69,98,45,64,53,45,49,41,34,27,18
"extinctions.92",82,76,56,67,59,61,48,44,67,57,45,50,43,63,31,38,22
"extinctions.93",79,91,70,83,75,73,58,70,51,48,58,62,101,40,36,61,68
"extinctions.94",72,76,62,46,58,59,59,98,34,68,52,87,69,90,40,88,48
"extinctions.95",84,99,57,66,60,55,62,62,71,49,67,47,54,43,42,32,55
"extinctions.96",93,68,56,76,55,89,52,81,67,50,49,44,73,43,50,49,46
"extinctions.97",91,64,83,81,53,44,58,66,60,46,46,24,51,19,17,34,88
"extinctions.98",95,83,79,79,78,50,61,42,53,37,52,63,71,64,47,30,74
"extinctions.99",80,67,85,56,68,71,51,71,67,58,59,50,39,78,47,49,75
