"","con","con_1","con_2","con_3","con_4","con_5","con_6","con_7","con_8","con_9","con_10","con_11","con_12","con_13","con_14","con_15","con_16"
"rep",0.669144868778702,1.64304662680248,1.86530123284382,1.3323606857721,1.29669166359725,1.03595064436313,0.805112717321842,1.60117759726025,1.81249145717056,2.17317923949774,1.00938981175855,1.78659146839154,0.687325572104618,1.63152889970809,1.9782017896541,0.740082165046629,1.46133621547856
"rep_1",1.86216552348766,1.60949620123238,1.34890525933722,1.11879063897493,1.60822984174858,0.888422686522215,1.88690566159394,1.14217347583215,1.61600607578691,1.92877260627321,1.15563729731097,0.534754368289638,1.94565566665713,2.35290728351136,1.7913490637358,0.781669031082144,1.31802713787046
"rep_2",1.2296869313359,1.68131726967236,1.71886124388819,1.01356579355601,1.9556209895088,2.29002656377168,1.30722468743881,0.455487838867573,1.57509141193141,1.81600880490218,2.44731660335779,2.3307136131262,0.173356519280282,2.3755914162618,1.37896959946393,2.53296944839564,2.56148740617914
"rep_3",1.92343251043599,1.66166541670684,1.62042608971836,1.09400402413529,1.57746167208721,1.70987454666851,1.85894871392846,2.01801140135047,0.86433991872448,2.40764200561157,2.42120578702266,0.693741028158277,0.228022632130471,1.72039027824573,2.4140285267272,1.78633264514089,0.786661384652692
"rep_4",1.8839958623706,1.64844357241932,2.24104149726949,1.54495803361778,1.97645405017262,1.88037943665906,1.99893114358631,2.35129195170106,1.96306728893179,1.98755930745772,1.36709915958779,1.65729934002413,0.257465295047409,2.16380974184277,1.44721358749134,1.98240391425794,1.33259194358799
"rep_5",1.70268467454824,1.10281795557519,1.66283763222519,2.2973068256699,1.24785433113264,1.6526989867293,1.64504482507964,1.8095522030341,0.645547900627999,2.49029114659366,1.20573882762807,1.70039346506675,0.979831543579329,2.4172593986793,2.49046352831859,0.557829627487055,0.499890608778568
"rep_6",2.34849059044562,1.01487730298998,2.06684848512759,1.522744893294,1.5123103898707,1.99446409016222,1.48123078006075,1.59154296881713,1.85316546614462,0.4156089411859,0.660741383189128,1.24033305274382,1.8098563841582,2.34431275310493,1.09060495937897,2.58708582101832,1.21695049065549
"rep_7",1.36955236865867,1.80979371378412,2.008675870945,1.57646536688343,1.90158190810572,1.46115738611686,1.16409902235102,0.815249595875849,1.59616443687864,1.73744602126807,1.76910389013628,2.53014076056337,1.59214151661899,1.1642655320059,2.03547734928154,1.22599954348365,2.39602544546302
"rep_8",1.51791560995673,0.921234702685853,1.14467910379004,1.1216597564696,1.77994968578765,1.63590234890626,1.29162465664422,1.7138477726959,1.47383769572777,1.84387549646412,1.37594166616011,1.23684419773774,2.06754562560556,2.17591040089952,0.724455708498058,2.37404345879305,0.996527729489578
"rep_9",2.02651214052993,1.67662837042857,1.52578579218432,1.87279052901666,1.58002106363557,1.75154605333709,1.60533658313781,2.0093371941369,0.983946642463658,1.73049970323084,2.04667152080963,2.00481023138362,2.11225725630756,2.4895808764883,1.81861854683383,0.0487329998335106,1.90316332171848
